Price,Close,High,Low,Open,Volume
2005-03-07,55.49055862426758,55.516694035249344,55.35986960442159,55.38078032619443,226300
2005-03-08,55.34418869018555,55.386006146272685,55.26054580138636,55.29190989052983,120100
2005-03-09,54.973052978515625,55.08283132003459,54.91554946796084,55.08283132003459,196300
2005-03-10,54.86327362060547,54.99396269925228,54.6541742854219,54.93645918558255,252800
2005-03-11,54.62803268432617,54.73258234772655,54.59666858296885,54.67507883636214,132100
2005-03-14,54.73257064819336,54.743028005286455,54.57574618661529,54.57574618661529,111600
2005-03-15,54.659366607666016,54.83710572329181,54.61754915838212,54.805737650939136,136400
2005-03-16,54.86327362060547,54.946916545330225,54.706449119217794,54.72735985039898,190300
2005-03-17,55.05668640136719,55.21873955763513,55.02532230358979,55.129871955056814,383800
2005-03-18,54.973052978515625,55.06714528126278,54.94168488928595,55.0200991298892,104000
2005-03-21,54.87367630004883,54.967772502442486,54.85276558970466,54.962543827778894,122000
2005-03-22,54.50779724121094,55.02532884595239,54.49734387014678,54.983507385067696,169900
2005-03-23,54.340511322021484,54.4189255582374,54.18368683790338,54.235961665942746,287900
2005-03-24,54.523494720458984,54.54440146697398,54.40325899226602,54.48690193158545,171500
2005-03-28,54.29346466064453,54.3561968466877,54.28300730214716,54.3091467100769,149300
2005-03-29,54.43981170654297,54.4816331454168,54.26730126242232,54.356172817107215,109600
2005-03-30,54.659366607666016,54.65936660766601,54.445038719533734,54.481631480352014,160000
2005-03-31,55.06190872192383,55.07236209053796,54.78484858804873,54.810984003740614,222700
2005-04-01,55.13374710083008,55.31722839486671,54.892599685868745,55.28577560148678,234600
2005-04-04,55.1913948059082,55.280513690476305,55.1284892401382,55.1494550956676,408800
2005-04-05,55.04460906982422,55.149454344406585,54.94500325925736,55.0970317071154,102400
2005-04-06,55.0760498046875,55.165172668137295,55.04984049157048,55.1127460427233,186200
2005-04-07,54.86116027832031,55.180943754349165,54.78252427609149,55.06561148435932,127300
2005-04-08,54.913543701171875,54.91354370117188,54.62521323226037,54.76151527207221,266000
2005-04-11,55.060325622558594,55.12323517582149,54.887327350778236,54.91354066453531,93100
2005-04-12,55.35911178588867,55.35911178588867,54.939726969082436,54.96593627036448,142500
2005-04-13,55.30671691894531,55.43777548984329,55.22808097648849,55.411562175827626,150700
2005-04-14,55.41159439086914,55.41159439086914,55.08657150581896,55.280535743776646,148900
2005-04-15,55.72610092163086,55.72610092163086,55.43777049181387,55.56882905089617,165800
2005-04-18,55.72610092163086,55.8781253305273,55.67367429832609,55.84142909396784,144200
2005-04-19,56.04066848754883,56.04066848754883,55.830973888986385,55.85718721365362,132800
2005-04-20,56.135066986083984,56.145549922942735,55.83100982245342,55.85197969576529,161100
2005-04-21,55.705135345458984,55.98297887209292,55.70513534545898,55.93055624435654,122000
2005-04-22,56.07210922241211,56.0721092224121,55.893871451688426,55.99871672863283,99400
2005-04-25,55.98826599121094,56.09311132843614,55.951569723222796,56.072141461072455,129300
2005-04-26,55.80476379394531,56.01445840464355,55.69991848839221,56.00397547392505,73100
2005-04-27,55.80476379394531,55.925339494964206,55.68943555767371,55.878156307750885,86400
2005-04-28,56.2346305847168,56.234630584716804,55.810001938240696,55.85194165630026,142500
2005-04-29,56.04066848754883,56.32899506092936,55.98824583780617,56.1926969715168,80900
2005-05-02,56.07171630859375,56.155921790852005,55.89803723131566,56.07171630859375,113300
2005-05-03,56.05066680908203,56.09803164240734,55.89277600067091,56.05066680908204,87900
2005-05-04,55.9190788269043,55.987496019009335,55.734875605599136,55.78750452378217,125200
2005-05-05,55.97697067260742,56.00854721979205,55.82434400233337,55.90328938562395,106500
2005-05-06,55.782257080078125,55.81383765267898,55.666471016312315,55.68752339293612,102000
2005-05-09,55.80856704711914,55.80856704711914,55.682256817435,55.73488574519258,113900
2005-05-10,55.99803161621094,55.99803161621094,55.84014082545557,55.86645729569133,126200
2005-05-11,56.055912017822266,56.208538677101615,56.01907137698441,56.08222446680434,104700
2005-05-12,56.045413970947266,56.05067806970654,55.78752934637459,55.95594436869381,145700
2005-05-13,56.06117248535156,56.203274969084596,55.892757552454846,56.15064605542851,141300
2005-05-16,56.04014205932617,56.134875740343816,56.01908968406337,56.108559267432796,112900
2005-05-17,56.16115188598633,56.313778496460884,56.12431125692884,56.166415980230944,132100
2005-05-18,56.07698059082031,56.36644170524115,56.07698059082031,56.329601053757415,97700
2005-05-19,56.019073486328125,56.10327894770162,55.94539220187801,55.97170465185085,141500
2005-05-20,56.2243537902832,56.22435379028321,56.0401504981578,56.11383181500796,80700
2005-05-23,56.292755126953125,56.41906534658486,56.26117857587756,56.26117857587756,185900
2005-05-24,56.46641159057617,56.55061703152168,56.340101421493976,56.49798812901476,114700
2005-05-25,56.261199951171875,56.540136965861066,56.261199951171875,56.49276810592141,93900
2005-05-26,56.07698059082031,56.261183848239,56.05066411890484,56.203290822288864,86700
2005-05-27,56.21907424926758,56.287491448883614,56.05065928339544,56.07697575304058,75800
2005-05-31,56.46641159057617,56.52430458793216,56.340101421493976,56.35062559586421,119600
2005-06-01,57.017967224121094,57.017967224121094,56.63685874344752,56.63685874344752,141500
2005-06-02,56.84862518310547,56.94919262911418,56.7956943107272,56.875088600111255,118300
2005-06-03,56.663307189941406,57.11322520280516,56.61037233330591,57.07087893284179,116700
2005-06-06,56.663307189941406,56.742701398169515,56.546856966723425,56.69506487323265,146500
2005-06-07,56.769203186035156,56.98093062563743,56.721566632266274,56.94387862658441,142900
2005-06-08,56.610408782958984,56.76920537838445,56.58394537596485,56.763911081639556,116700
2005-06-09,56.568031311035156,56.64742552096058,56.42511365644408,56.52568504016649,102700
2005-06-10,56.223995208740234,56.430428305737145,56.19223751331428,56.430428305737145,88900
2005-06-13,56.05464172363281,56.09169373267528,55.95407025407489,56.038762868095475,157000
2005-06-14,55.94345474243164,56.044022117978514,55.89581416381355,56.0281432712271,131500
2005-06-15,55.9593620300293,55.97524088485099,55.742340245157024,55.768807695437125,124100
2005-06-16,56.160499572753906,56.213430433676805,55.90113552737561,55.98053383794287,126700
2005-06-17,56.19225311279297,56.372218821318945,56.18695881596419,56.20813196491405,96800
2005-06-20,56.197566986083984,56.23461900272459,56.075826376422086,56.15522067038987,106700
2005-06-21,56.26631164550781,56.35629442705473,56.21337679672777,56.23984422111779,86600
2005-06-22,56.451602935791016,56.54688006294267,56.3457372176424,56.45160293579102,161800
2005-06-23,56.530967712402344,56.55743109748311,56.38275579483031,56.44627518807547,105100
2005-06-24,56.636905670166016,56.68983655003477,56.5310439104285,56.583974790297255,209400
2005-06-27,56.795654296875,56.848585131962274,56.63685775324932,56.70566743502639,106600
2005-06-28,56.66861343383789,56.70037516445321,56.55745747259356,56.63685574158629,141100
2005-06-29,56.52042007446289,56.74273205433432,56.47807378162126,56.74273205433432,97400
2005-06-30,56.75859832763672,56.75859832763671,56.47805724845895,56.615680640724555,212200
2005-07-01,56.384132385253906,56.70909795932049,56.27758802776608,56.666482654969386,115400
2005-07-05,56.0698356628418,56.26161879881267,56.01656347271823,56.16572723082723,141400
2005-07-06,56.181663513183594,56.186991947253304,56.075119218215356,56.09642889008987,92100
2005-07-07,56.21893310546875,56.36277231997891,56.16566097818464,56.34146265618471,76500
2005-07-08,55.95792007446289,56.25091892840116,55.88333825241282,56.25091892840116,104000
2005-07-11,56.0698356628418,56.08048847510347,55.78216095888548,55.83010877508198,140100
2005-07-12,55.95792007446289,56.04315470063248,55.93661040181937,55.95792007446289,107300
2005-07-13,55.81938552856445,55.92593384653206,55.78209463337648,55.91527698253393,172800
2005-07-14,55.46247863769531,55.62762351206326,55.37723995130909,55.57435136527401,203200
2005-07-15,55.377254486083984,55.377254486083984,55.244072051952564,55.265381729142234,187200
2005-07-18,55.185482025146484,55.35063103889514,55.0895945560362,55.30268323993388,141700
2005-07-19,55.41987609863281,55.43053296986455,55.18014933319034,55.18014933319034,162900
2005-07-20,55.579708099365234,55.59036090838558,55.29736191965328,55.41455907650239,162800
2005-07-21,55.31863021850586,55.50508879802659,55.24404841245901,55.49976036490793,158400
2005-07-22,55.537044525146484,55.712846217085705,55.47844396116674,55.47844396116674,218600
2005-07-25,55.366615295410156,55.60101773773525,55.27072375667773,55.55839837287499,155300
2005-07-26,55.41987609863281,55.41987609863281,55.126877170248186,55.2494027385746,183400
2005-07-27,55.39855194091797,55.52108154162403,55.30798888114644,55.37724226842977,77800
2005-07-28,55.5211067199707,55.60634138417227,55.41988674585046,55.43054361912959,94000
2005-07-29,55.35591125488281,55.483765166729334,55.29198226675826,55.451798640465775,108700
2005-08-01,55.271751403808594,55.4326096897283,55.17523479589669,55.4111611000923,145300
2005-08-02,55.169883728027344,55.21814408801995,55.0572816759127,55.17524689933787,429300
2005-08-03,55.42190933227539,55.43799475813116,55.27713231776985,55.29858091587815,112100
2005-08-04,55.432647705078125,55.47018173995668,55.32004560044249,55.38975458729049,129200
2005-08-05,55.121620178222656,55.19132503244829,55.09480841611251,55.19132503244829,144400
2005-08-08,55.11088562011719,55.223487640570156,55.094800201609615,55.153782796737346,113500
2005-08-09,55.06797409057617,55.13768300713997,54.90711585652658,55.13231983873532,179600
2005-08-10,55.035804748535156,55.19666707782871,54.987548504286465,55.16985532598012,107200
2005-08-11,55.31999588012695,55.33072221811052,54.992912116916415,55.10015504225554,104300
2005-08-12,55.54524230957031,55.57741725719526,55.40046936341655,55.411191618689905,108600
2005-08-15,55.54524230957031,55.58813951246862,55.44872973940276,55.52379779902358,183400
2005-08-16,55.700721740722656,55.86694731995704,55.65246547284559,55.748982099500694,172200
2005-08-17,55.577388763427734,55.8454900077367,55.523769332746014,55.818678246945666,98400
2005-08-18,55.74360275268555,55.78113675822089,55.63636390569881,55.70070557753094,111800
2005-08-19,55.84550094604492,55.856223197921274,55.66318993693789,55.71145029763431,110200
2005-08-22,55.76505661010742,55.81867603866788,55.636369163382305,55.73288577115119,132600
2005-08-23,55.91518783569336,55.936636423452214,55.71143238833396,55.71143238833396,179000
2005-08-24,56.006370544433594,56.027819143405324,55.89913164047692,55.89913164047692,108800
2005-08-25,56.0921630859375,56.10288533961791,55.97419784094386,56.06535131538374,105200
2005-08-26,56.065330505371094,56.14039852597612,55.98490340536593,56.1135908562745,141300
2005-08-29,56.156471252441406,56.23153925060958,56.113574084659845,56.22081291321465,85800
2005-08-30,56.44606399536133,56.48896119892799,56.199411211206794,56.26375701655678,169100
2005-08-31,56.757041931152344,56.76240510237216,56.46749204879747,56.51575240797378,119100
2005-09-01,56.90615463256836,57.008437372184964,56.75004038523591,56.75004038523591,108700
2005-09-02,56.927669525146484,57.062250304165744,56.82538681882643,56.900751726510855,140600
2005-09-06,56.61006546020508,56.98150564768065,56.583147659381154,56.92767415311257,701900
2005-09-07,56.534690856933594,56.620824525401275,56.400110080262365,56.604675489333424,176400
2005-09-08,56.62623596191406,56.70698118083259,56.5508710195359,56.637000622076094,144100
2005-09-09,56.77695083618164,56.911531641574285,56.728499610558565,56.766182071785295,128400
2005-09-12,56.572410583496094,56.653159924117325,56.48089658076366,56.653159924117325,128700
2005-09-13,56.766212463378906,56.9007933408237,56.64778474117674,56.76083218538047,129500
2005-09-14,56.72848892211914,56.852305046866995,56.636974977393905,56.73387330330282,99100
2005-09-15,56.61547088623047,56.728518307168876,56.5239568941015,56.67468678868605,97900
2005-09-16,56.52397155761719,56.593952139091144,56.453990976143224,56.58857186080422,238700
2005-09-19,56.71236801147461,56.776968296478124,56.46473974625007,56.53472030802608,134100
2005-09-20,56.55625915527344,56.58856135441097,56.43244706433892,56.45398049473664,127600
2005-09-21,56.87387466430664,56.91155714241808,56.77697627672265,56.836192186195206,179000
2005-09-22,56.88999938964844,57.01381554027092,56.852316927646875,56.97612897118903,173900
2005-09-23,56.61006546020508,56.80924240081494,56.523931783232335,56.793093363152494,161300
2005-09-26,56.48089599609375,56.53472752025664,56.3140170390642,56.32478170106396,139900
2005-09-27,56.593910217285156,56.626212398492235,56.41626670250448,56.52392968764911,207700
2005-09-28,56.81468200683594,56.82006639365036,56.550904552102196,56.58320265882117,130800
2005-09-29,56.760833740234375,56.78236717406531,56.65316657107975,56.71238248734416,93600
2005-09-30,56.669315338134766,56.82004937420237,56.52396979435132,56.798515940478424,150600
2005-10-03,56.29295349121094,56.63310700511465,56.26055497608102,56.62770656603833,147400
2005-10-04,56.24977493286133,56.330765065761675,56.16878479996098,56.28756977897092,343100
2005-10-05,56.23897933959961,56.42795357407487,56.22277801721942,56.33076623644054,116000
2005-10-06,56.08777618408203,56.15256909291652,55.97979212201912,56.12017469816323,171000
2005-10-07,56.179622650146484,56.249811947872345,55.88266000720631,55.93125164732453,99000
2005-10-10,56.244354248046875,56.346941987418,56.10937211490709,56.19576265739389,88500
2005-10-11,56.07158660888672,56.15797716574301,56.022995010151405,56.15257672610737,111000
2005-10-12,55.8880500793457,56.11481926314261,55.866452425746296,56.0932216095432,267700
2005-10-13,55.86100387573242,55.92579678073181,55.64503164506212,55.73682262364318,184000
2005-10-14,55.97975158691406,56.039144013840804,55.752982749189215,56.03374357884976,108400
2005-10-17,56.08777618408203,56.11477425926171,55.99598931939577,56.04998135042722,134600
2005-10-18,56.125572204589844,56.2011618734979,56.07158017241665,56.174167917075316,166400
2005-10-19,56.13093566894531,56.31451340060114,56.071543236879485,56.17413091396143,231100
2005-10-20,56.09321212768555,56.15260463521153,55.96903078964431,56.044620504799106,138000
2005-10-21,56.27134704589844,56.276747484129416,56.10397053468472,56.13636492541579,126200
2005-10-24,56.02842330932617,56.17960687011445,55.90964240484591,56.10941347277289,267400
2005-10-25,55.736820220947266,56.09857132311228,55.69362495280973,56.01758122518627,188300
2005-10-26,55.56947708129883,55.699062973147306,55.50468825470487,55.62346914323722,183700
2005-10-27,55.79621505737305,55.8556075281406,55.6774342351659,55.704428191396985,166900
2005-10-28,55.77462387084961,55.93119953378571,55.69363376011595,55.89340469802042,145200
2005-10-31,55.925811767578125,55.99600101064083,55.81782356364076,55.877216045974116,104500
2005-11-01,55.921470642089844,56.029906976546094,55.85098743835139,56.029906976546094,166400
2005-11-02,55.81303787231445,56.00280353802339,55.73713160603088,55.894363060060236,121800
2005-11-03,55.726295471191406,55.88353108996481,55.6449661322973,55.8672660495024,162200
2005-11-04,55.682918548583984,55.85100028320262,55.59074722944012,55.747982846170096,140000
2005-11-07,55.86183166503906,55.92147289236425,55.79134845846436,55.861831665039055,94300
2005-11-08,55.96482467651367,56.040730907901334,55.92687156081984,55.99735473665714,150100
2005-11-09,55.677513122558594,55.75883834352719,55.612448809200764,55.69377816675232,239000
2005-11-10,55.80220413208008,55.851003392131545,55.61243842428477,55.682921648156686,208000
2005-11-11,55.878108978271484,55.954015259437654,55.79678377458065,55.80220269710532,122300
2005-11-14,55.493160247802734,55.79136648075831,55.44978404363056,55.78594342109116,341900
2005-11-15,55.65576934814453,55.7425175426017,55.43889265713338,55.49853385057592,169600
2005-11-16,55.981109619140625,56.00279771247721,55.7100146573046,55.785920915692216,129900
2005-11-17,56.04615783691406,56.176282223060454,55.95398243250487,56.00820471859722,124400
2005-11-18,55.94316101074219,56.06244346544226,55.845566651131335,55.95400298999621,280800
2005-11-21,56.002777099609375,56.09494835992888,55.97024703986822,56.02988410386724,150200
2005-11-22,56.22509765625,56.22509765625,56.013643901050706,56.06786620675813,148600
2005-11-23,56.008209228515625,56.263034965402426,55.926879929407924,56.25761604562057,119800
2005-11-25,56.197959899902344,56.19795989990234,56.11663062240916,56.12205367732974,38700
2005-11-28,56.31725311279297,56.38773629399177,56.12748338330906,56.17628261381568,111800
2005-11-29,56.03532409667969,56.32810713258515,55.98110593519658,56.31184209779828,115200
2005-11-30,56.02448272705078,56.03532470483284,55.899777231363686,56.0136366126881,124500
2005-12-01,55.89284133911133,56.178063021472155,55.755714645043234,56.12321318079983,284600
2005-12-02,55.9148063659668,55.92028842306971,55.75573882967765,55.78316166952145,117300
2005-12-05,55.881866455078125,55.92574799963725,55.783135072207294,55.92574799963725,134300
2005-12-06,56.04644775390625,56.09032932007411,55.89286645709523,55.931261781297984,150000
2005-12-07,55.832523345947266,55.98061838221553,55.7831555440072,55.98061838221553,172600
2005-12-08,56.06840896606445,56.0958318163288,55.87094603113802,55.92030967248063,125300
2005-12-09,55.87089538574219,56.057385663692294,55.83798632134492,55.986081295906814,127100
2005-12-12,55.89284133911133,55.980600247232125,55.783137472992095,55.95865947400828,151800
2005-12-13,55.997108459472656,56.08487163649735,55.87644036823164,56.02453549848752,180000
2005-12-14,56.221954345703125,56.32068574999391,56.10676840482643,56.19452732820972,151300
2005-12-15,56.221954345703125,56.221954345703125,56.05740061029338,56.1725907359454,225900
2005-12-16,56.26038360595703,56.31523348926406,56.19456123512188,56.22198826916432,196200
2005-12-19,56.30421447753906,56.359064311446964,56.18354233207722,56.249364643631154,154500
2005-12-20,56.27682876586914,56.326196581955735,56.13970198808448,56.19455186224291,155600
2005-12-21,56.221954345703125,56.24938136319653,56.123222941412344,56.221954345703125,114300
2005-12-22,56.342647552490234,56.41395196589637,56.271338954307204,56.29876598203558,193100
2005-12-23,56.57848358154297,56.62236513479418,56.20549874845811,56.20549874845811,154500
2005-12-27,56.64427185058594,56.67718509055245,56.46874991493238,56.50714520758244,302700
2005-12-28,56.52102279663086,56.669663274970404,56.49900182946685,56.53753747198636,104800
2005-12-29,56.62010192871094,56.64212289077221,56.45495101335503,56.59257887618615,218200
2005-12-30,56.60357666015625,56.7577191656583,56.543020075842115,56.70266887084589,128300
2006-01-03,56.72468185424805,56.78523843004894,56.48796183977209,56.53200374945777,257000
2006-01-04,56.73019790649414,56.77974191336652,56.59807215469766,56.708176947861396,162400
2006-01-05,56.565006256103516,56.647583747585415,56.52096436730441,56.57601462827045,169200
2006-01-06,56.537506103515625,56.60907525710774,56.45493277255195,56.54851868102258,315500
2006-01-09,56.60357666015625,56.60357666015625,56.44392786515247,56.5044844494666,288300
2006-01-10,56.47690963745117,56.564993395021936,56.39983844960911,56.45489289812321,209700
2006-01-11,56.38887405395508,56.576045884658974,56.37786567570638,56.537510260686524,687800
2006-01-12,56.609073638916016,56.664123924674065,56.41088925013298,56.45493115876645,667800
2006-01-13,56.763240814208984,56.84031208781403,56.642127612809794,56.68616954060394,141800
2006-01-17,56.895355224609375,56.922882476027645,56.70267706488809,56.708183355185525,591500
2006-01-18,56.8677978515625,56.900827173274976,56.735672164579896,56.900827173274976,133700
2006-01-19,56.82379150390625,56.86232713670016,56.675151063080456,56.73020556713088,437700
2006-01-20,56.9283447265625,56.972382414667756,56.774198117964396,56.92283844052473,227900
2006-01-23,56.84025192260742,56.91732311463288,56.70262419398126,56.790707956333186,179100
2006-01-24,56.702613830566406,56.856756186445054,56.59801543190696,56.702613830566406,122000
2006-01-25,56.34480667114258,56.61455591701431,56.28975640464759,56.56501193718865,162100
2006-01-26,56.28982925415039,56.300837641669844,56.15770760355922,56.26230198524444,157900
2006-01-27,56.43839645385742,56.50445929826746,56.29526659106861,56.49345092423233,129600
2006-01-30,56.427406311035156,56.498971265551596,56.34482877885912,56.42740631103516,159200
2006-01-31,56.62010192871094,56.669650143366056,56.40540279869991,56.45495101335503,158800
2006-02-01,56.449398040771484,56.64758233536104,56.34479960749766,56.57051113191683,257300
2006-02-02,56.45494079589844,56.532012049129655,56.39988630067474,56.509991091053834,370800
2006-02-03,56.73019790649414,56.73019790649414,56.35034372019897,56.399887727071345,160000
2006-02-06,56.76870346069336,56.81274115456135,56.63657777889085,56.647590352407484,151700
2006-02-07,56.50446701049805,56.77972259967626,56.48795234715808,56.74118698519399,118300
2006-02-08,56.399879455566406,56.53750727678552,56.35033545596006,56.50447794371462,112500
2006-02-09,56.526546478271484,56.58710310658465,56.344876593332,56.37240386077301,157100
2006-02-10,56.295257568359375,56.64758428194436,56.295257568359375,56.5650067896835,172100
2006-02-13,56.267723083496094,56.350300565110985,56.20716654364952,56.32277333788429,152400
2006-02-14,56.014469146728516,56.12456961735999,55.981439845551826,56.014469146728516,187100
2006-02-15,56.0695915222168,56.19070471577612,55.98151187239946,56.0971187753236,159500
2006-02-16,56.24020004272461,56.28974401164244,56.069538794077744,56.09706602129778,120700
2006-02-17,56.54853439331055,56.54853439331055,56.416412826990346,56.454948458836604,122700
2006-02-21,56.427406311035156,56.55952784247617,56.37786231177019,56.5099838432112,140400
2006-02-22,56.58700942993164,56.6145324517385,56.4548880050914,56.49892567999523,124600
2006-02-23,56.45494079589844,56.48797013297801,56.34483600551933,56.45494079589844,112500
2006-02-24,56.50998306274414,56.592560593779694,56.4384139091484,56.56503335007861,135400
2006-02-27,56.410919189453125,56.603597391901395,56.35036258295941,56.587082717415804,146200
2006-02-28,56.62010192871094,56.63661660023963,56.37237345564254,56.41090908923249,162200
2006-03-01,56.50446701049805,56.59255081506723,56.42739578153351,56.54850891278264,136100
2006-03-02,56.46596145629883,56.47696983769692,56.24025393704961,56.44944678416708,161400
2006-03-03,56.42190170288086,56.42740799187469,56.26225292260302,56.36134512415244,158700
2006-03-06,56.03105163574219,56.30080105542737,55.94847408275768,56.30080105542737,133700
2006-03-07,56.03105163574219,56.03105163574219,55.849381859190025,55.849381859190025,151000
2006-03-08,55.81631851196289,56.0145028383545,55.77778290405709,55.9759672304487,130800
2006-03-09,55.722755432128906,55.8493706813043,55.64017789567174,55.79982667947079,172800
2006-03-10,55.65666198730469,55.71171224801096,55.474992346914895,55.51903423550618,154500
2006-03-13,55.6842041015625,55.68420410156251,55.53006165035783,55.67319152643829,216900
2006-03-14,55.9539680480957,56.01452462694107,55.728260599727605,55.728260599727605,184600
2006-03-15,55.849388122558594,55.93196568480398,55.7668147603825,55.88242166749832,156400
2006-03-16,56.15211868286133,56.21818151098234,55.854842256414805,55.92090508453582,153400
2006-03-17,56.091617584228516,56.15768047764944,56.00353792640347,56.14666789537787,153000
2006-03-20,56.05855941772461,56.23472284287822,56.00901122311437,56.15214531857273,480400
2006-03-21,55.783287048339844,56.02000697354508,55.706215835488464,56.008994400242834,124100
2006-03-22,55.865882873535156,55.904418492601685,55.75027181626809,55.84386191977321,216300
2006-03-23,55.805320739746094,55.92642967326715,55.766785124519615,55.904412921766635,92100
2006-03-24,56.0750617980957,56.09157645932543,55.83834185364793,55.865869089075105,135300
2006-03-27,55.89336013793945,55.98694596472849,55.80528059509802,55.98694596472849,119900
2006-03-28,55.623626708984375,55.78877747340183,55.552061797743335,55.739233504096156,135600
2006-03-29,55.519046783447266,55.62915152981041,55.46950279763381,55.55758239465771,190900
2006-03-30,55.397953033447266,55.475024282817614,55.22729586699408,55.45850961510513,244200
2006-03-31,55.40898895263672,55.5080812007217,55.27686735521336,55.40348266105704,138900
2006-04-03,55.33428192138672,55.44494879656122,55.15167777784518,55.20148082684318,194000
2006-04-04,55.28998947143555,55.478128143532565,55.19592224622145,55.36192670856184,125300
2006-04-05,55.47813415527344,55.527932966370564,55.306595066488306,55.334263887099574,904600
2006-04-06,55.32319259643555,55.378526009692195,55.23465575788984,55.37299140186588,107500
2006-04-07,55.10184860229492,55.1959158165513,55.002246780826894,55.096313995083264,219100
2006-04-10,55.14058303833008,55.195916446072665,55.035446608451295,55.11291422362459,733000
2006-04-11,55.36196517944336,55.38409518290924,55.24022905202215,55.33429634260335,230800
2006-04-12,55.16828155517578,55.35642032319201,55.11294811340783,55.306617270431154,110100
2006-04-13,54.82518768310547,54.974588332644856,54.78091926040151,54.836252677946874,239900
2006-04-17,55.112918853759766,55.15718727234026,54.891580982526044,54.891580982526044,171000
2006-04-18,55.2955207824707,55.384053394549944,55.16825013937534,55.1848539619545,173000
2006-04-19,55.35087966918945,55.37854849788799,55.11294209606189,55.229143577588765,145800
2006-04-20,55.162715911865234,55.367449937728935,55.12398210521521,55.34531573083345,159200
2006-04-21,55.36196517944336,55.36196517944337,55.08529369773035,55.168291764906826,145700
2006-04-24,55.30657958984375,55.42831561179661,55.251246185774654,55.27891499864326,135300
2006-04-25,54.897117614746094,55.212522720843225,54.84178420031428,55.09078667609189,140900
2006-04-26,54.83626174926758,54.863930573451974,54.73112950504057,54.736659892541574,122900
